total_time_on_host,total_est_exe_time,num_offload_heads,speed_up_of_accelerated_code,speed_up,fraction_of_accelerated_code,offload_non_accel_time,total_app_time_in_mpi,total_app_time_in_ignored,total_est_time_on_host,total_est_acc_time,total_data_tax,total_launch_tax,frac_Compute_bound_offloads,frac_L3_BW_bound_offloads,frac_GTI_BW_bound_offloads,frac_LLC_BW_bound_offloads,frac_DRAM_BW_bound_offloads,frac_Global_Atomic_bound_offloads,frac_Latencies_bound_offloads,frac_Data_Transfer_bound_offloads,frac_Launch_Tax_bound_offloads,frac_Dependency_bound_offloads,frac_Trip_Count_bound_offloads,frac_Unknown_bound_offloads,frac_Non_offloaded,measured_total_time_on_host,cpu_scale_factor,cpu_threads
57.849923990600004,8.113707997678798,1,7.1970743266395685,7.129899671907093,99.84796789134192,3.590088513599999,0.0,0.0,0.08795045930000356,4.435663092051522,0.0,5.932727272727273e-06,99.84796789134192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15203210865807648,57.849923990600004,1.0,1
