estimation_id,region_id,simd_width,global_size,local_size,thread_count,time,speed_up,bounded_by
661,327,32,"(200, 300)","(16, 1)",3900,1.2467251954545453,7.503175442756229,Compute
662,327,32,"(200, 300)","(16, 2)",1950,0.7364524057670453,12.701972044828906,GTI_BW
663,327,32,"(200, 300)","(16, 4)",1875,0.7395254403124999,12.649190089318811,GTI_BW
664,327,32,"(200, 300)","(16, 8)",1875,0.7395254403124999,12.649190089318811,GTI_BW
665,327,32,"(200, 300)","(16, 16)",1875,0.7395254403124999,12.649190089318811,GTI_BW
666,327,32,"(200, 300)","(32, 1)",2100,0.7321974348579544,12.775786181516393,GTI_BW
667,327,32,"(200, 300)","(32, 2)",1950,0.7364524057670453,12.701972044828906,GTI_BW
668,327,32,"(200, 300)","(32, 4)",1875,0.7395254403124999,12.649190089318811,GTI_BW
669,327,32,"(200, 300)","(32, 8)",1875,0.7395254403124999,12.649190089318811,GTI_BW
670,327,32,"(200, 300)","(64, 1)",2100,0.7321974348579544,12.775786181516393,GTI_BW
671,327,32,"(200, 300)","(64, 2)",1950,0.7364524057670453,12.701972044828906,GTI_BW
672,327,32,"(200, 300)","(64, 4)",1875,0.7395254403124999,12.649190089318811,GTI_BW
673,327,32,"(200, 300)","(128, 1)",2100,0.7321974348579544,12.775786181516393,GTI_BW
674,327,32,"(200, 300)","(128, 2)",1950,0.7364524057670453,12.701972044828906,GTI_BW
675,327,32,"(200, 300)","(256, 1)",2100,0.7321974348579544,12.775786181516393,GTI_BW
676,260,8,"(300,)","(8,)",38,14.08893579939394,0.6639534741014576,"Launch_Tax, Trip_Count, Latencies"
677,260,8,"(300,)","(16,)",38,14.08893579939394,0.6639534741014576,"Launch_Tax, Trip_Count, Latencies"
678,260,8,"(300,)","(32,)",38,14.08893579939394,0.6639534741014576,"Launch_Tax, Trip_Count, Latencies"
679,260,8,"(300,)","(64,)",38,14.08893579939394,0.6639534741014576,"Launch_Tax, Trip_Count, Latencies"
680,260,8,"(300,)","(128,)",38,14.934728011515153,0.6263520743857848,"Launch_Tax, Trip_Count, Latencies"
681,260,8,"(300,)","(256,)",38,16.626312435757576,0.5626261329169935,"Launch_Tax, Trip_Count"
682,260,16,"(300,)","(8,)",38,14.934728011515153,0.6263520743857848,"Launch_Tax, Trip_Count, Latencies"
683,260,16,"(300,)","(16,)",19,14.934728011515153,0.6263520743857848,"Launch_Tax, Trip_Count, Latencies"
684,260,16,"(300,)","(32,)",19,14.934728011515153,0.6263520743857848,"Launch_Tax, Trip_Count, Latencies"
685,260,16,"(300,)","(64,)",19,14.934728011515153,0.6263520743857848,"Launch_Tax, Trip_Count, Latencies"
686,260,16,"(300,)","(128,)",19,14.934728011515153,0.6263520743857848,"Launch_Tax, Trip_Count, Latencies"
687,260,16,"(300,)","(256,)",19,16.626312435757576,0.5626261329169935,"Launch_Tax, Trip_Count"
688,260,32,"(300,)","(8,)",38,16.626312435757576,0.5626261329169935,"Launch_Tax, Trip_Count"
689,260,32,"(300,)","(16,)",19,16.626312435757576,0.5626261329169935,"Launch_Tax, Trip_Count"
690,260,32,"(300,)","(32,)",10,16.626312435757576,0.5626261329169935,"Launch_Tax, Trip_Count"
691,260,32,"(300,)","(64,)",10,16.626312435757576,0.5626261329169935,"Launch_Tax, Trip_Count"
692,260,32,"(300,)","(128,)",10,16.626312435757576,0.5626261329169935,"Launch_Tax, Trip_Count"
693,260,32,"(300,)","(256,)",10,16.626312435757576,0.5626261329169935,"Launch_Tax, Trip_Count"
694,260,8,"(300,)","(8,)",38,14.08893579939394,0.6639534741014576,"Launch_Tax, Trip_Count, Latencies"
695,260,8,"(300,)","(16,)",38,14.08893579939394,0.6639534741014576,"Launch_Tax, Trip_Count, Latencies"
696,260,8,"(300,)","(32,)",38,14.08893579939394,0.6639534741014576,"Launch_Tax, Trip_Count, Latencies"
697,260,8,"(300,)","(64,)",38,14.08893579939394,0.6639534741014576,"Launch_Tax, Trip_Count, Latencies"
698,260,8,"(300,)","(128,)",38,14.934728011515153,0.6263520743857848,"Launch_Tax, Trip_Count, Latencies"
699,260,8,"(300,)","(256,)",38,16.626312435757576,0.5626261329169935,"Launch_Tax, Trip_Count"
700,260,16,"(300,)","(8,)",38,14.934728011515153,0.6263520743857848,"Launch_Tax, Trip_Count, Latencies"
701,260,16,"(300,)","(16,)",19,14.934728011515153,0.6263520743857848,"Launch_Tax, Trip_Count, Latencies"
702,260,16,"(300,)","(32,)",19,14.934728011515153,0.6263520743857848,"Launch_Tax, Trip_Count, Latencies"
703,260,16,"(300,)","(64,)",19,14.934728011515153,0.6263520743857848,"Launch_Tax, Trip_Count, Latencies"
704,260,16,"(300,)","(128,)",19,14.934728011515153,0.6263520743857848,"Launch_Tax, Trip_Count, Latencies"
705,260,16,"(300,)","(256,)",19,16.626312435757576,0.5626261329169935,"Launch_Tax, Trip_Count"
706,260,32,"(300,)","(8,)",38,16.626312435757576,0.5626261329169935,"Launch_Tax, Trip_Count"
707,260,32,"(300,)","(16,)",19,16.626312435757576,0.5626261329169935,"Launch_Tax, Trip_Count"
708,260,32,"(300,)","(32,)",10,16.626312435757576,0.5626261329169935,"Launch_Tax, Trip_Count"
709,260,32,"(300,)","(64,)",10,16.626312435757576,0.5626261329169935,"Launch_Tax, Trip_Count"
710,260,32,"(300,)","(128,)",10,16.626312435757576,0.5626261329169935,"Launch_Tax, Trip_Count"
711,260,32,"(300,)","(256,)",10,16.626312435757576,0.5626261329169935,"Launch_Tax, Trip_Count"
712,605,8,"(200,)","(8,)",25,0.07164894906363636,0.9931127634098571,"Trip_Count, Latencies"
713,605,8,"(200, 2400)","(1, 8)",60000,0.07124537994750758,0.9987382459385603,Compute
714,605,8,"(200,)","(16,)",25,0.07164894906363636,0.9931127634098571,"Trip_Count, Latencies"
715,605,8,"(200, 2400)","(1, 16)",60000,0.07124537994750758,0.9987382459385603,Compute
716,605,8,"(200,)","(32,)",25,0.07164894906363636,0.9931127634098571,"Trip_Count, Latencies"
717,605,8,"(200, 2400)","(1, 32)",60000,0.07124537994750758,0.9987382459385603,Compute
718,605,8,"(200,)","(64,)",25,0.07164894906363636,0.9931127634098571,"Trip_Count, Latencies"
719,605,8,"(200, 2400)","(1, 64)",60000,0.07124537994750758,0.9987382459385603,Compute
720,605,8,"(200,)","(128,)",25,0.0718179886909091,0.9907752513961318,Trip_Count
721,605,8,"(200, 2400)","(1, 128)",60000,0.07124537994750758,0.9987382459385603,Compute
722,605,8,"(200,)","(256,)",25,0.07215606794545455,0.9861330838286403,Trip_Count
723,605,8,"(200, 2400)","(1, 256)",60000,0.07124537994750758,0.9987382459385603,Compute
724,605,8,"(200, 2400)","(2, 4)",60000,0.07124537994750758,0.9987382459385603,Compute
725,605,8,"(200, 2400)","(2, 8)",60000,0.07124537994750758,0.9987382459385603,Compute
726,605,8,"(200, 2400)","(2, 16)",60000,0.07124537994750758,0.9987382459385603,Compute
727,605,8,"(200, 2400)","(2, 32)",60000,0.07124537994750758,0.9987382459385603,Compute
728,605,8,"(200, 2400)","(2, 64)",60000,0.07124537994750758,0.9987382459385603,Compute
729,605,8,"(200, 2400)","(2, 128)",60000,0.07124599752255682,0.9987295886687787,Compute
730,605,8,"(200, 2400)","(4, 2)",60000,0.07124537994750758,0.9987382459385603,Compute
731,605,8,"(200, 2400)","(4, 4)",60000,0.07124537994750758,0.9987382459385603,Compute
732,605,8,"(200, 2400)","(4, 8)",60000,0.07124537994750758,0.9987382459385603,Compute
733,605,8,"(200, 2400)","(4, 16)",60000,0.07124537994750758,0.9987382459385603,Compute
734,605,8,"(200, 2400)","(4, 32)",60000,0.07124537994750758,0.9987382459385603,Compute
735,605,8,"(200, 2400)","(4, 64)",60000,0.07124537994750758,0.9987382459385603,Compute
736,605,8,"(200, 2400)","(8, 1)",60000,0.07124537994750758,0.9987382459385603,Compute
737,605,8,"(200, 2400)","(8, 2)",60000,0.07124537994750758,0.9987382459385603,Compute
738,605,8,"(200, 2400)","(8, 4)",60000,0.07124537994750758,0.9987382459385603,Compute
739,605,8,"(200, 2400)","(8, 8)",60000,0.07124537994750758,0.9987382459385603,Compute
740,605,8,"(200, 2400)","(8, 16)",60000,0.07124537994750758,0.9987382459385603,Compute
741,605,8,"(200, 2400)","(8, 32)",60000,0.07124599752255682,0.9987295886687787,Compute
742,605,8,"(200, 2400)","(16, 1)",60000,0.07124537994750758,0.9987382459385603,Compute
743,605,8,"(200, 2400)","(16, 2)",60000,0.07124537994750758,0.9987382459385603,Compute
744,605,8,"(200, 2400)","(16, 4)",60000,0.07124537994750758,0.9987382459385603,Compute
745,605,8,"(200, 2400)","(16, 8)",60000,0.07124537994750758,0.9987382459385603,Compute
746,605,8,"(200, 2400)","(16, 16)",60000,0.07124537994750758,0.9987382459385603,Compute
747,605,8,"(200, 2400)","(32, 1)",60000,0.07124537994750758,0.9987382459385603,Compute
748,605,8,"(200, 2400)","(32, 2)",60000,0.07124537994750758,0.9987382459385603,Compute
749,605,8,"(200, 2400)","(32, 4)",60000,0.07124537994750758,0.9987382459385603,Compute
750,605,8,"(200, 2400)","(32, 8)",60000,0.07124537994750758,0.9987382459385603,Compute
751,605,8,"(200, 2400)","(64, 1)",60000,0.07124537994750758,0.9987382459385603,Compute
752,605,8,"(200, 2400)","(64, 2)",60000,0.07124537994750758,0.9987382459385603,Compute
753,605,8,"(200, 2400)","(64, 4)",60000,0.07124537994750758,0.9987382459385603,Compute
754,605,8,"(200, 2400)","(128, 1)",60000,0.07124537994750758,0.9987382459385603,Compute
755,605,8,"(200, 2400)","(128, 2)",60000,0.07124537994750758,0.9987382459385603,Compute
756,605,8,"(200, 2400)","(256, 1)",60000,0.07124537994750758,0.9987382459385603,Compute
757,605,16,"(200,)","(8,)",25,0.0718179886909091,0.9907752513961318,Trip_Count
758,605,16,"(200, 2400)","(1, 8)",60000,0.0713122986404697,0.9978010407256637,Compute
759,605,16,"(200,)","(16,)",13,0.07181302505454545,0.9908437326787721,Trip_Count
760,605,16,"(200, 2400)","(1, 16)",30000,0.0712367526747803,0.9988592001778729,Compute
761,605,16,"(200,)","(32,)",13,0.07181302505454545,0.9908437326787721,Trip_Count
762,605,16,"(200, 2400)","(1, 32)",30000,0.0712367526747803,0.9988592001778729,Compute
763,605,16,"(200,)","(64,)",13,0.07181302505454545,0.9908437326787721,Trip_Count
764,605,16,"(200, 2400)","(1, 64)",30000,0.0712367526747803,0.9988592001778729,Compute
765,605,16,"(200,)","(128,)",13,0.07181302505454545,0.9908437326787721,Trip_Count
766,605,16,"(200, 2400)","(1, 128)",30000,0.0712367526747803,0.9988592001778729,Compute
767,605,16,"(200,)","(256,)",13,0.07215110430909091,0.9862009248697602,Trip_Count
768,605,16,"(200, 2400)","(1, 256)",30000,0.0712367526747803,0.9988592001778729,Compute
769,605,16,"(200, 2400)","(2, 4)",60000,0.0713122986404697,0.9978010407256637,Compute
770,605,16,"(200, 2400)","(2, 8)",30000,0.0712367526747803,0.9988592001778729,Compute
771,605,16,"(200, 2400)","(2, 16)",30000,0.0712367526747803,0.9988592001778729,Compute
772,605,16,"(200, 2400)","(2, 32)",30000,0.0712367526747803,0.9988592001778729,Compute
773,605,16,"(200, 2400)","(2, 64)",30000,0.0712367526747803,0.9988592001778729,Compute
774,605,16,"(200, 2400)","(2, 128)",30000,0.07123786964306061,0.9988435386477249,Compute
775,605,16,"(200, 2400)","(4, 2)",60000,0.0713122986404697,0.9978010407256637,Compute
776,605,16,"(200, 2400)","(4, 4)",30000,0.0712367526747803,0.9988592001778729,Compute
777,605,16,"(200, 2400)","(4, 8)",30000,0.0712367526747803,0.9988592001778729,Compute
778,605,16,"(200, 2400)","(4, 16)",30000,0.0712367526747803,0.9988592001778729,Compute
779,605,16,"(200, 2400)","(4, 32)",30000,0.0712367526747803,0.9988592001778729,Compute
780,605,16,"(200, 2400)","(4, 64)",30000,0.0712367526747803,0.9988592001778729,Compute
781,605,16,"(200, 2400)","(8, 1)",60000,0.0713122986404697,0.9978010407256637,Compute
782,605,16,"(200, 2400)","(8, 2)",30000,0.0712367526747803,0.9988592001778729,Compute
783,605,16,"(200, 2400)","(8, 4)",30000,0.0712367526747803,0.9988592001778729,Compute
784,605,16,"(200, 2400)","(8, 8)",30000,0.0712367526747803,0.9988592001778729,Compute
785,605,16,"(200, 2400)","(8, 16)",30000,0.0712367526747803,0.9988592001778729,Compute
786,605,16,"(200, 2400)","(8, 32)",30000,0.07123786964306061,0.9988435386477249,Compute
787,605,16,"(200, 2400)","(16, 1)",31200,0.07123974903416667,0.9988171879419977,Compute
788,605,16,"(200, 2400)","(16, 2)",30000,0.0712367526747803,0.9988592001778729,Compute
789,605,16,"(200, 2400)","(16, 4)",30000,0.0712367526747803,0.9988592001778729,Compute
790,605,16,"(200, 2400)","(16, 8)",30000,0.0712367526747803,0.9988592001778729,Compute
791,605,16,"(200, 2400)","(16, 16)",30000,0.0712367526747803,0.9988592001778729,Compute
792,605,16,"(200, 2400)","(32, 1)",31200,0.07123974903416667,0.9988171879419977,Compute
793,605,16,"(200, 2400)","(32, 2)",30000,0.0712367526747803,0.9988592001778729,Compute
794,605,16,"(200, 2400)","(32, 4)",30000,0.0712367526747803,0.9988592001778729,Compute
795,605,16,"(200, 2400)","(32, 8)",30000,0.0712367526747803,0.9988592001778729,Compute
796,605,16,"(200, 2400)","(64, 1)",31200,0.07123974903416667,0.9988171879419977,Compute
797,605,16,"(200, 2400)","(64, 2)",30000,0.0712367526747803,0.9988592001778729,Compute
798,605,16,"(200, 2400)","(64, 4)",30000,0.0712367526747803,0.9988592001778729,Compute
799,605,16,"(200, 2400)","(128, 1)",31200,0.07123974903416667,0.9988171879419977,Compute
800,605,16,"(200, 2400)","(128, 2)",30000,0.0712367526747803,0.9988592001778729,Compute
801,605,16,"(200, 2400)","(256, 1)",31200,0.07123974903416667,0.9988171879419977,Compute
802,605,32,"(200,)","(8,)",25,0.07215606794545455,0.9861330838286403,Trip_Count
803,605,32,"(200, 2400)","(1, 8)",60000,0.07144613602639394,0.9959318971947404,Compute
804,605,32,"(200,)","(16,)",13,0.07215110430909091,0.9862009248697602,Trip_Count
805,605,32,"(200, 2400)","(1, 16)",30000,0.07130367136774242,0.9979217680534546,Compute
806,605,32,"(200,)","(32,)",7,0.07212864976363637,0.9865079414792125,Trip_Count
807,605,32,"(200, 2400)","(1, 32)",15000,0.07123326055215151,0.9989081680166167,Compute
808,605,32,"(200,)","(64,)",7,0.07212864976363637,0.9865079414792125,Trip_Count
809,605,32,"(200, 2400)","(1, 64)",15000,0.07123326055215151,0.9989081680166167,Compute
810,605,32,"(200,)","(128,)",7,0.07212864976363637,0.9865079414792125,Trip_Count
811,605,32,"(200, 2400)","(1, 128)",15000,0.07123326055215151,0.9989081680166167,Compute
812,605,32,"(200,)","(256,)",7,0.07212864976363637,0.9865079414792125,Trip_Count
813,605,32,"(200, 2400)","(1, 256)",15000,0.07123326055215151,0.9989081680166167,Compute
814,605,32,"(200, 2400)","(2, 4)",60000,0.07144613602639394,0.9959318971947404,Compute
815,605,32,"(200, 2400)","(2, 8)",30000,0.07130367136774242,0.9979217680534546,Compute
816,605,32,"(200, 2400)","(2, 16)",15000,0.07123326055215151,0.9989081680166167,Compute
817,605,32,"(200, 2400)","(2, 32)",15000,0.07123326055215151,0.9989081680166167,Compute
818,605,32,"(200, 2400)","(2, 64)",15000,0.07123326055215151,0.9989081680166167,Compute
819,605,32,"(200, 2400)","(2, 128)",15000,0.07123326055215151,0.9989081680166167,Compute
820,605,32,"(200, 2400)","(4, 2)",60000,0.07144613602639394,0.9959318971947404,Compute
821,605,32,"(200, 2400)","(4, 4)",30000,0.07130367136774242,0.9979217680534546,Compute
822,605,32,"(200, 2400)","(4, 8)",15000,0.07123326055215151,0.9989081680166167,Compute
823,605,32,"(200, 2400)","(4, 16)",15000,0.07123326055215151,0.9989081680166167,Compute
824,605,32,"(200, 2400)","(4, 32)",15000,0.07123326055215151,0.9989081680166167,Compute
825,605,32,"(200, 2400)","(4, 64)",15000,0.07123326055215151,0.9989081680166167,Compute
826,605,32,"(200, 2400)","(8, 1)",60000,0.07144613602639394,0.9959318971947404,Compute
827,605,32,"(200, 2400)","(8, 2)",30000,0.07130367136774242,0.9979217680534546,Compute
828,605,32,"(200, 2400)","(8, 4)",15000,0.07123326055215151,0.9989081680166167,Compute
829,605,32,"(200, 2400)","(8, 8)",15000,0.07123326055215151,0.9989081680166167,Compute
830,605,32,"(200, 2400)","(8, 16)",15000,0.07123326055215151,0.9989081680166167,Compute
831,605,32,"(200, 2400)","(8, 32)",15000,0.07123326055215151,0.9989081680166167,Compute
832,605,32,"(200, 2400)","(16, 1)",31200,0.07130966408651515,0.9978379047427836,Compute
833,605,32,"(200, 2400)","(16, 2)",15600,0.07123513994325757,0.9988818139008218,Compute
834,605,32,"(200, 2400)","(16, 4)",15000,0.07123326055215151,0.9989081680166167,Compute
835,605,32,"(200, 2400)","(16, 8)",15000,0.07123326055215151,0.9989081680166167,Compute
836,605,32,"(200, 2400)","(16, 16)",15000,0.07123326055215151,0.9989081680166167,Compute
837,605,32,"(200, 2400)","(32, 1)",16800,0.07124125084384848,0.9987961322571881,Compute
838,605,32,"(200, 2400)","(32, 2)",15600,0.07123513994325757,0.9988818139008218,Compute
839,605,32,"(200, 2400)","(32, 4)",15000,0.07123326055215151,0.9989081680166167,Compute
840,605,32,"(200, 2400)","(32, 8)",15000,0.07123326055215151,0.9989081680166167,Compute
841,605,32,"(200, 2400)","(64, 1)",16800,0.07124125084384848,0.9987961322571881,Compute
842,605,32,"(200, 2400)","(64, 2)",15600,0.07123513994325757,0.9988818139008218,Compute
843,605,32,"(200, 2400)","(64, 4)",15000,0.07123326055215151,0.9989081680166167,Compute
844,605,32,"(200, 2400)","(128, 1)",16800,0.07124125084384848,0.9987961322571881,Compute
845,605,32,"(200, 2400)","(128, 2)",15600,0.07123513994325757,0.9988818139008218,Compute
846,605,32,"(200, 2400)","(256, 1)",16800,0.07124125084384848,0.9987961322571881,Compute
847,605,8,"(200,)","(8,)",25,0.07164894906363636,0.9931127634098571,"Trip_Count, Latencies"
848,605,8,"(200, 2400)","(1, 8)",60000,0.07124537994750758,0.9987382459385603,Compute
849,605,8,"(200,)","(16,)",25,0.07164894906363636,0.9931127634098571,"Trip_Count, Latencies"
850,605,8,"(200, 2400)","(1, 16)",60000,0.07124537994750758,0.9987382459385603,Compute
851,605,8,"(200,)","(32,)",25,0.07164894906363636,0.9931127634098571,"Trip_Count, Latencies"
852,605,8,"(200, 2400)","(1, 32)",60000,0.07124537994750758,0.9987382459385603,Compute
853,605,8,"(200,)","(64,)",25,0.07164894906363636,0.9931127634098571,"Trip_Count, Latencies"
854,605,8,"(200, 2400)","(1, 64)",60000,0.07124537994750758,0.9987382459385603,Compute
855,605,8,"(200,)","(128,)",25,0.0718179886909091,0.9907752513961318,Trip_Count
856,605,8,"(200, 2400)","(1, 128)",60000,0.07124537994750758,0.9987382459385603,Compute
857,605,8,"(200,)","(256,)",25,0.07215606794545455,0.9861330838286403,Trip_Count
858,605,8,"(200, 2400)","(1, 256)",60000,0.07124537994750758,0.9987382459385603,Compute
859,605,8,"(200, 2400)","(2, 4)",60000,0.07124537994750758,0.9987382459385603,Compute
860,605,8,"(200, 2400)","(2, 8)",60000,0.07124537994750758,0.9987382459385603,Compute
861,605,8,"(200, 2400)","(2, 16)",60000,0.07124537994750758,0.9987382459385603,Compute
862,605,8,"(200, 2400)","(2, 32)",60000,0.07124537994750758,0.9987382459385603,Compute
863,605,8,"(200, 2400)","(2, 64)",60000,0.07124537994750758,0.9987382459385603,Compute
864,605,8,"(200, 2400)","(2, 128)",60000,0.07124599752255682,0.9987295886687787,Compute
865,605,8,"(200, 2400)","(4, 2)",60000,0.07124537994750758,0.9987382459385603,Compute
866,605,8,"(200, 2400)","(4, 4)",60000,0.07124537994750758,0.9987382459385603,Compute
867,605,8,"(200, 2400)","(4, 8)",60000,0.07124537994750758,0.9987382459385603,Compute
868,605,8,"(200, 2400)","(4, 16)",60000,0.07124537994750758,0.9987382459385603,Compute
869,605,8,"(200, 2400)","(4, 32)",60000,0.07124537994750758,0.9987382459385603,Compute
870,605,8,"(200, 2400)","(4, 64)",60000,0.07124537994750758,0.9987382459385603,Compute
871,605,8,"(200, 2400)","(8, 1)",60000,0.07124537994750758,0.9987382459385603,Compute
872,605,8,"(200, 2400)","(8, 2)",60000,0.07124537994750758,0.9987382459385603,Compute
873,605,8,"(200, 2400)","(8, 4)",60000,0.07124537994750758,0.9987382459385603,Compute
874,605,8,"(200, 2400)","(8, 8)",60000,0.07124537994750758,0.9987382459385603,Compute
875,605,8,"(200, 2400)","(8, 16)",60000,0.07124537994750758,0.9987382459385603,Compute
876,605,8,"(200, 2400)","(8, 32)",60000,0.07124599752255682,0.9987295886687787,Compute
877,605,8,"(200, 2400)","(16, 1)",60000,0.07124537994750758,0.9987382459385603,Compute
878,605,8,"(200, 2400)","(16, 2)",60000,0.07124537994750758,0.9987382459385603,Compute
879,605,8,"(200, 2400)","(16, 4)",60000,0.07124537994750758,0.9987382459385603,Compute
880,605,8,"(200, 2400)","(16, 8)",60000,0.07124537994750758,0.9987382459385603,Compute
881,605,8,"(200, 2400)","(16, 16)",60000,0.07124537994750758,0.9987382459385603,Compute
882,605,8,"(200, 2400)","(32, 1)",60000,0.07124537994750758,0.9987382459385603,Compute
883,605,8,"(200, 2400)","(32, 2)",60000,0.07124537994750758,0.9987382459385603,Compute
884,605,8,"(200, 2400)","(32, 4)",60000,0.07124537994750758,0.9987382459385603,Compute
885,605,8,"(200, 2400)","(32, 8)",60000,0.07124537994750758,0.9987382459385603,Compute
886,605,8,"(200, 2400)","(64, 1)",60000,0.07124537994750758,0.9987382459385603,Compute
887,605,8,"(200, 2400)","(64, 2)",60000,0.07124537994750758,0.9987382459385603,Compute
888,605,8,"(200, 2400)","(64, 4)",60000,0.07124537994750758,0.9987382459385603,Compute
889,605,8,"(200, 2400)","(128, 1)",60000,0.07124537994750758,0.9987382459385603,Compute
890,605,8,"(200, 2400)","(128, 2)",60000,0.07124537994750758,0.9987382459385603,Compute
891,605,8,"(200, 2400)","(256, 1)",60000,0.07124537994750758,0.9987382459385603,Compute
892,605,16,"(200,)","(8,)",25,0.0718179886909091,0.9907752513961318,Trip_Count
893,605,16,"(200, 2400)","(1, 8)",60000,0.0713122986404697,0.9978010407256637,Compute
894,605,16,"(200,)","(16,)",13,0.07181302505454545,0.9908437326787721,Trip_Count
895,605,16,"(200, 2400)","(1, 16)",30000,0.0712367526747803,0.9988592001778729,Compute
896,605,16,"(200,)","(32,)",13,0.07181302505454545,0.9908437326787721,Trip_Count
897,605,16,"(200, 2400)","(1, 32)",30000,0.0712367526747803,0.9988592001778729,Compute
898,605,16,"(200,)","(64,)",13,0.07181302505454545,0.9908437326787721,Trip_Count
899,605,16,"(200, 2400)","(1, 64)",30000,0.0712367526747803,0.9988592001778729,Compute
900,605,16,"(200,)","(128,)",13,0.07181302505454545,0.9908437326787721,Trip_Count
901,605,16,"(200, 2400)","(1, 128)",30000,0.0712367526747803,0.9988592001778729,Compute
902,605,16,"(200,)","(256,)",13,0.07215110430909091,0.9862009248697602,Trip_Count
903,605,16,"(200, 2400)","(1, 256)",30000,0.0712367526747803,0.9988592001778729,Compute
904,605,16,"(200, 2400)","(2, 4)",60000,0.0713122986404697,0.9978010407256637,Compute
905,605,16,"(200, 2400)","(2, 8)",30000,0.0712367526747803,0.9988592001778729,Compute
906,605,16,"(200, 2400)","(2, 16)",30000,0.0712367526747803,0.9988592001778729,Compute
907,605,16,"(200, 2400)","(2, 32)",30000,0.0712367526747803,0.9988592001778729,Compute
908,605,16,"(200, 2400)","(2, 64)",30000,0.0712367526747803,0.9988592001778729,Compute
909,605,16,"(200, 2400)","(2, 128)",30000,0.07123786964306061,0.9988435386477249,Compute
910,605,16,"(200, 2400)","(4, 2)",60000,0.0713122986404697,0.9978010407256637,Compute
911,605,16,"(200, 2400)","(4, 4)",30000,0.0712367526747803,0.9988592001778729,Compute
912,605,16,"(200, 2400)","(4, 8)",30000,0.0712367526747803,0.9988592001778729,Compute
913,605,16,"(200, 2400)","(4, 16)",30000,0.0712367526747803,0.9988592001778729,Compute
914,605,16,"(200, 2400)","(4, 32)",30000,0.0712367526747803,0.9988592001778729,Compute
915,605,16,"(200, 2400)","(4, 64)",30000,0.0712367526747803,0.9988592001778729,Compute
916,605,16,"(200, 2400)","(8, 1)",60000,0.0713122986404697,0.9978010407256637,Compute
917,605,16,"(200, 2400)","(8, 2)",30000,0.0712367526747803,0.9988592001778729,Compute
918,605,16,"(200, 2400)","(8, 4)",30000,0.0712367526747803,0.9988592001778729,Compute
919,605,16,"(200, 2400)","(8, 8)",30000,0.0712367526747803,0.9988592001778729,Compute
920,605,16,"(200, 2400)","(8, 16)",30000,0.0712367526747803,0.9988592001778729,Compute
921,605,16,"(200, 2400)","(8, 32)",30000,0.07123786964306061,0.9988435386477249,Compute
922,605,16,"(200, 2400)","(16, 1)",31200,0.07123974903416667,0.9988171879419977,Compute
923,605,16,"(200, 2400)","(16, 2)",30000,0.0712367526747803,0.9988592001778729,Compute
924,605,16,"(200, 2400)","(16, 4)",30000,0.0712367526747803,0.9988592001778729,Compute
925,605,16,"(200, 2400)","(16, 8)",30000,0.0712367526747803,0.9988592001778729,Compute
926,605,16,"(200, 2400)","(16, 16)",30000,0.0712367526747803,0.9988592001778729,Compute
927,605,16,"(200, 2400)","(32, 1)",31200,0.07123974903416667,0.9988171879419977,Compute
928,605,16,"(200, 2400)","(32, 2)",30000,0.0712367526747803,0.9988592001778729,Compute
929,605,16,"(200, 2400)","(32, 4)",30000,0.0712367526747803,0.9988592001778729,Compute
930,605,16,"(200, 2400)","(32, 8)",30000,0.0712367526747803,0.9988592001778729,Compute
931,605,16,"(200, 2400)","(64, 1)",31200,0.07123974903416667,0.9988171879419977,Compute
932,605,16,"(200, 2400)","(64, 2)",30000,0.0712367526747803,0.9988592001778729,Compute
933,605,16,"(200, 2400)","(64, 4)",30000,0.0712367526747803,0.9988592001778729,Compute
934,605,16,"(200, 2400)","(128, 1)",31200,0.07123974903416667,0.9988171879419977,Compute
935,605,16,"(200, 2400)","(128, 2)",30000,0.0712367526747803,0.9988592001778729,Compute
936,605,16,"(200, 2400)","(256, 1)",31200,0.07123974903416667,0.9988171879419977,Compute
937,605,32,"(200,)","(8,)",25,0.07215606794545455,0.9861330838286403,Trip_Count
938,605,32,"(200, 2400)","(1, 8)",60000,0.07144613602639394,0.9959318971947404,Compute
939,605,32,"(200,)","(16,)",13,0.07215110430909091,0.9862009248697602,Trip_Count
940,605,32,"(200, 2400)","(1, 16)",30000,0.07130367136774242,0.9979217680534546,Compute
941,605,32,"(200,)","(32,)",7,0.07212864976363637,0.9865079414792125,Trip_Count
942,605,32,"(200, 2400)","(1, 32)",15000,0.07123326055215151,0.9989081680166167,Compute
943,605,32,"(200,)","(64,)",7,0.07212864976363637,0.9865079414792125,Trip_Count
944,605,32,"(200, 2400)","(1, 64)",15000,0.07123326055215151,0.9989081680166167,Compute
945,605,32,"(200,)","(128,)",7,0.07212864976363637,0.9865079414792125,Trip_Count
946,605,32,"(200, 2400)","(1, 128)",15000,0.07123326055215151,0.9989081680166167,Compute
947,605,32,"(200,)","(256,)",7,0.07212864976363637,0.9865079414792125,Trip_Count
948,605,32,"(200, 2400)","(1, 256)",15000,0.07123326055215151,0.9989081680166167,Compute
949,605,32,"(200, 2400)","(2, 4)",60000,0.07144613602639394,0.9959318971947404,Compute
950,605,32,"(200, 2400)","(2, 8)",30000,0.07130367136774242,0.9979217680534546,Compute
951,605,32,"(200, 2400)","(2, 16)",15000,0.07123326055215151,0.9989081680166167,Compute
