estimation_id,index,parent_index,baseline_device_type,baseline_device_idx,cli_loop_id,source_location,offload_index,offload_head,location,module,node_type,offload_elapsed_time_for_summary,offload_elapsed_time,total_time_in_hierarchy,total_time_in_hierarchy_percent,app_time,total_time_per_largest_thread,self_time_per_largest_thread,self_time,self_elapsed_time,dependency_type,baseline_global_size,baseline_local_size,exe_target,why_not_offloaded,offload_device_type,offload_device_idx,offload_head_type,speed_up,offload_bounded_by,max_speed_up,offloaded_rank,non_offloaded_rank,total_est_time_accel_seconds,total_est_time_accel,total_est_time_accel_percent,total_time_on_accel,total_est_time_no_taxes,time_by_compute,time_by_dram_bw,time_by_gti_bw,time_by_llc_bw,time_by_l3_bw,time_by_global_atomic,sum_latencies,memory_latencies,atomic_latencies,non_accel_time,does_fit,is_offloaded,is_offload_candidate,total_time_in_mpi,measured_total_time_in_mpi,total_time_in_ignored,measured_total_time_in_ignored,node_position,offload_head_loc,frac_offloaded,offload_tax,data_tax,data_tax_no_reuse,data_reuse_gain,data_reuse_gain_relative,launch_tax,invoke_tax,config_tax,transfer_tax,proxy_tax,proxy_region_time,global_size,global_work_items_count,global_work_size,local_size,local_work_items_count,local_work_size,work_dim,collapsed_with_head,simd_width,global_size_error,parallel_factor,parallel_threads,parallel_threads_per_eu,unroll_factor,est_instance_count,eu_active,eu_stalled,eu_idle,thread_occupancy,data_transferred_total,data_transferred_in_total,data_transferred_out_total,data_transferred_shared,data_transferred_in,data_transferred_out,data_transferred_inout,data_transferred_private,memory_objects_info,data_transferred_total_no_reuse,data_transferred_in_total_no_reuse,data_transferred_out_total_no_reuse,average_trip_count,call_count,trip_count_total,l3_bytes,l3_read_bytes,l3_write_bytes,l3_bytes_ck,l3_read_bytes_ck,l3_write_bytes_ck,l3_total_bw,l3_read_bw,l3_write_bw,l3_total_bw_util,l3_read_bw_util,l3_write_bw_util,l3_read_time,l3_write_time,gti_bytes,gti_read_bytes,gti_write_bytes,gti_bytes_ck,gti_read_bytes_ck,gti_write_bytes_ck,gti_total_bw,gti_read_bw,gti_write_bw,gti_total_bw_util,gti_read_bw_util,gti_write_bw_util,gti_read_time,gti_write_time,llc_bytes,llc_read_bytes,llc_write_bytes,llc_bytes_ck,llc_read_bytes_ck,llc_write_bytes_ck,llc_total_bw,llc_read_bw,llc_write_bw,llc_total_bw_util,llc_read_bw_util,llc_write_bw_util,llc_read_time,llc_write_time,dram_bytes,dram_write_bytes,dram_read_bytes,dram_bytes_ck,dram_write_bytes_ck,dram_read_bytes_ck,dram_total_bw,dram_read_bw,dram_write_bw,dram_total_bw_util,dram_read_bw_util,dram_write_bw_util,dram_read_time,dram_write_time,atomic_accesses,atomic_hw_writes_per_send,atomic_repetitions,atomic_throughput_per_sc,atomic_throughput_per_ck,self_gflop,self_gintop,self_memory_gb,self_l2_gb,self_l3_gb,self_l4_gb,self_dram_gb,self_int_compute,self_sp_compute,self_dp_compute,self_int_compute_with_memory,self_sp_compute_with_memory,self_dp_compute_with_memory,self_memory,thread_count,fpu_util,flop_per_cycle,bytes_per_iter,bytes_rd_per_iter,bytes_wr_per_iter,float_ops_per_iter,compute,compute_with_memory,vector_compute,vector_compute_with_memory,compute_others_per_iter,noncompute_others_per_iter,ABS_per_iter,Add_per_iter,DIV_per_iter,FMA_per_iter,MAX_per_iter,MIN_per_iter,Mul_per_iter,RECCP_per_iter,SAD_per_iter,SCALE_per_iter,SIGN_per_iter,SQRT_per_iter,Sub_per_iter,Mov_per_iter,Send_per_iter,ABS_impact,Add_impact,DIV_impact,FMA_impact,MAX_impact,MIN_impact,Mul_impact,RECCP_impact,SAD_impact,SCALE_impact,SIGN_impact,SQRT_impact,Sub_impact,Mov_impact,Send_impact,ABS_count,Add_count,DIV_count,FMA_count,MAX_count,MIN_count,Mul_count,RECCP_count,SAD_count,SCALE_count,SIGN_count,SQRT_count,Sub_count,Mov_count,Send_count,float32_ops,float32_op,float32_ai,float64_ops,float64_op,float64_ai,int32_ops,int32_op,int32_ai,int64_ops,int64_op,int64_ai,diagnostics,system_module,module_type,no_execution_count,internal_error,measured_offload_elapsed_time,measured_total_time_in_hierarchy,measured_app_time
45,5,320,1,0,1,,32,[loop in main],[loop in main],boltzmann-optimized,Offload Head,57.7619735313,57.7619735313,57.7619735313,99.84796789134192,57.849923990600004,57.7619735313,0.0,0.0,0.0,Parallel: Assumed,,,ACC,n/a - part of offload,2,2,1,7.1970743266395685,Compute,7.1970743266395685,49.7362159929212,,8.025757538378794,8.025757538378794,98.91602631835944,8.025757538378794,8.025751605651521,4.183697666596976,0.459785159125,1.2483009357954546,1.2483009357954546,0.6411880936363636,,0.2519654254545455,0.2519654254545455,,3.590088513599999,Yes,Yes,Yes,0.0,0.0,0.0,0.0,Head Node,[loop in main],100.0,5.932727272727273e-06,0.0,0.0,,,5.932727272727273e-06,5e-06,0.0,9.327272727272728e-07,0.0,,10001,10001,10001,32,32,32,1,,32,,10016,313,5,1,1,94.31955447865158,5.680445521348421,0.0,69.86607142857143,12845056,8413184,4431872,8491008,4059136,77824,8708096,,,,,,10001.0,1.0,10001.0,180558567168.0,179784486656.0,774080512.0,37.005549917676774,36.84690180988323,0.15864810779354444,40706104909.44445,40531591990.87155,174512918.57289886,0.1445529293659249,0.14393321019485636,0.000619719171068533,0.6384392281818182,0.0027488654545454547,88672047106.0,87880385880.0,791661226.0,18.17337120553545,18.011119923438297,0.162251282097149,19990708326.088993,19812231915.782127,178476410.3068639,0.14197946254324567,0.28142374880372345,0.0025351762827679532,1.2483009357954546,0.011245187869318182,88672047106.0,87880385880.0,791661226.0,18.17337120553545,18.011119923438297,0.162251282097149,19990708326.088993,19812231915.782127,178476410.3068639,0.14197946254324567,0.28142374880372345,0.0025351762827679532,1.2483009357954546,0.011245187869318182,22069687638.0,64896340.999999985,22004791297.0,4.523191230220867,0.013300530814002218,4.509890699406865,4975510353.242953,4960879769.347551,14630583.895402439,0.10365646569256154,0.10335166186140732,0.0003048038311542175,0.45843315202083335,0.0013520071041666663,,,,,,0.0,4.0001e-05,0.00444001,0.00575994,0.000621227,0.0,7.7824e-05,40000,0,0,10000,0,0,600001,1,25.919024419599587,23.56274947236326,,,,,,,,,,,0,6620880.911908809,0,0,0,0,3389657.0342965703,0,0,0,0,0,1306522.3477652234,0,19594180.581941806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,0,0.0,8506241167.777524,37730820000.0,1.7096218405481358,17412783251.822063,77237240000.0,3.4996979235452104,Fallback implemented for dependent_iterations_distance; Calls from System Module are present,3.590088513599999,,,,57.7619735313,57.7619735313,57.849923990600004
45,326,5,1,0,,,32,[loop in main],av_velocity,boltzmann-optimized,Child Function,9.354397870400003,9.354397870400003,9.354397870400003,16.170112638211922,57.849923990600004,9.354397870400003,0.0,0.0,0.0,,,,ACC,n/a - part of offload,2,2,,,,,,,,,,9.354397870400003,,0.5074282208142823,0.45890912710416665,0.6149220266761363,0.6149220266761363,0.1538281625,,,,,0.0,Yes,Yes,Yes,0.0,0.0,0.0,0.0,Child,[loop in main],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,10001.0,None,43318010560.0,43306490176.0,11520384.0,8.8780434362941,8.875682329026416,0.0023611072676830605,9765847779.923508,9763250561.929058,2597217.9944513664,0.034679857173023826,0.03467063409775944,9.223075264386955e-06,0.15378725204545454,4.0910454545454545e-05,43709498026.99999,43290510677.99999,418987349.0,8.958278947848273,8.872407324576761,0.08587162327151238,9854106842.633099,9759648057.034435,94458785.59866361,0.06998655428006462,0.13863136444651186,0.0013417441136173809,0.6149220266761363,0.00595152484375,43709498026.99999,43290510677.99999,418987349.0,8.958278947848273,8.872407324576761,0.08587162327151238,9854106842.633099,9759648057.034435,94458785.59866361,0.06998655428006462,0.13863136444651186,0.0013417441136173809,0.6149220266761363,0.00595152484375,22027638101.0,64896340.999999985,21962741760.0,4.514573160943541,0.013300530814002218,4.501272630129538,4966030477.037894,4951399893.142491,14630583.895402439,0.10345896827162279,0.10315416444046857,0.0003048038311542175,0.45755712,0.0013520071041666663,,,,,,1.0001e-05,8.0008e-05,0.00060006,1.28e-07,0.0,0.0,0.0,10001,0,0,0,0,0,90009,1,4.822388345573551,4.383989405066865,,,,,,,,,,,0,1960173.98260174,0,0,0,0,59994.00059994001,0,0,0,0,0,59333.066693330664,0,2795208.479152085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,0,0.0,2680462819.9345436,11889630000.0,0.5387312314981846,2141925525.639007,9500860000.0,0.43049363252614603,Not a Loop,0.0,,,,9.354397870400003,9.354397870400003,57.849923990600004
45,327,326,1,0,5,,32,[loop in main],[loop in av_velocity],boltzmann-optimized,Child Loop,9.354397870400003,9.354397870400003,9.354397870400003,16.170112638211922,57.849923990600004,9.354397870400003,0.0,0.0,0.0,Parallel: Assumed,,,ACC,n/a - part of offload,2,2,,,,,,,,,,9.354397870400003,,0.5074282208142823,0.45890912710416665,0.6149220266761363,0.6149220266761363,0.15382816204545455,,,,,0.0,Yes,Yes,Yes,0.0,0.0,0.0,0.0,Child,[loop in main],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,10001.0,2000200.0,43318010432.0,43306490048.0,11520384.0,8.878043410060448,8.875682302792764,0.0023611072676830605,9765847751.066492,9763250533.07204,2597217.9944513664,0.034679857070548624,0.034670633995284236,9.223075264386955e-06,0.15378725159090909,4.0910454545454545e-05,43709498026.99999,43290510677.99999,418987349.0,8.958278947848273,8.872407324576761,0.08587162327151238,9854106842.633099,9759648057.034435,94458785.59866361,0.06998655428006462,0.13863136444651186,0.0013417441136173809,0.6149220266761363,0.00595152484375,43709498026.99999,43290510677.99999,418987349.0,8.958278947848273,8.872407324576761,0.08587162327151238,9854106842.633099,9759648057.034435,94458785.59866361,0.06998655428006462,0.13863136444651186,0.0013417441136173809,0.6149220266761363,0.00595152484375,22027638101.0,64896340.999999985,21962741760.0,4.514573160943541,0.013300530814002218,4.501272630129538,4966030477.037894,4951399893.142491,14630583.895402439,0.10345896827162279,0.10315416444046857,0.0003048038311542175,0.45755712,0.0013520071041666663,,,,,,0.0,0.0040104,0.040084,0.0,0.0,0.0,0.0,0,0,0,2000200,0,0,4010401,1,4.82238609111919,4.3839873555629,,,,,,,,,,,0,1960173.98260174,0,0,0,0,59994.00059994001,0,0,0,0,0,59333.066693330664,0,2795202.4797520246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,0,0.0,2680462819.9345436,11889630000.0,0.5387312314981846,2141923271.1846466,9500850000.0,0.4304931794159723,Fallback implemented for dependent_iterations_distance,0.0,,,,9.354397870400003,9.354397870400003,57.849923990600004
45,260,327,1,0,4,,32,[loop in main],[loop in av_velocity],boltzmann-optimized,Child Loop,9.354397870400003,9.354397870400003,9.354397870400003,16.170112638211922,57.849923990600004,9.354397870400003,9.354397870400003,9.354397870400003,9.354397870400003,Parallel: Assumed,,,ACC,n/a - part of offload,2,2,,,,,,,,,,9.354397870400003,,0.5074245848142459,0.45890912710416665,0.6149220266761363,0.6149220266761363,0.15382816204545455,,,,,0.0,Yes,Yes,Yes,0.0,0.0,0.0,0.0,Child,[loop in main],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,2000200.0,600060000.0,43318010432.0,43306490048.0,11520384.0,8.878043410060448,8.875682302792764,0.0023611072676830605,9765847751.066492,9763250533.07204,2597217.9944513664,0.034679857070548624,0.034670633995284236,9.223075264386955e-06,0.15378725159090909,4.0910454545454545e-05,43709498026.99999,43290510677.99999,418987349.0,8.958278947848273,8.872407324576761,0.08587162327151238,9854106842.633099,9759648057.034435,94458785.59866361,0.06998655428006462,0.13863136444651186,0.0013417441136173809,0.6149220266761363,0.00595152484375,43709498026.99999,43290510677.99999,418987349.0,8.958278947848273,8.872407324576761,0.08587162327151238,9854106842.633099,9759648057.034435,94458785.59866361,0.06998655428006462,0.13863136444651186,0.0013417441136173809,0.6149220266761363,0.00595152484375,22027638101.0,64896340.999999985,21962741760.0,4.514573160943541,0.013300530814002218,4.501272630129538,4966030477.037894,4951399893.142491,14630583.895402439,0.10345896827162279,0.10315416444046857,0.0003048038311542175,0.45755712,0.0013520071041666663,,,,,,8.90174,14.2778,205.054,43.318,43.7095,0.0,22.0276,19003600170,0,0,2387018678,0,0,28547064421,1,4.821935200247071,4.383577454770065,,,,,,,,,,,0,1959974.00259974,0,0,0,0,59994.00059994001,0,0,0,0,0,59333.066693330664,0,2794602.5397460256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,0,0.0,2680011929.062425,11887630000.0,0.538640609463437,2141923271.1846466,9500850000.0,0.4304931794159723,Fallback implemented for dependent_iterations_distance,0.0,,,,9.354397870400003,9.354397870400003,57.849923990600004
45,6,5,1,0,,,32,[loop in main],timestep,boltzmann-optimized,Child Function,48.40757566089997,48.40757566089997,48.40757566089997,83.67785525312996,57.849923990600004,48.40757566089997,0.0,0.0,0.0,,,,ACC,n/a - part of offload,2,2,,,,,,,,,,48.40757566089997,,3.676269354882694,0.0008744106875,0.6333700848721591,0.6333700848721591,0.4873394768181818,,,,,3.590088513599999,Yes,Yes,Yes,0.0,0.0,0.0,0.0,Child,[loop in main],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,10000.0,None,137234796672.0,136472876544.0,761920128.0,28.126325980216134,27.970170147943982,0.1561558322721541,30938958578.237747,30767187162.738377,171771415.4993695,0.10986846086021927,0.10925847714040617,0.0006099837198131018,0.4846337945454545,0.0027056822727272727,44961927852.0,44589253975.0,372673877.00000006,9.214964936967258,9.138585278141623,0.07637965882563663,10136461430.663984,10052443805.955784,84017624.70820029,0.0719919135700567,0.14279039497096283,0.0011934321691505724,0.6333700848721591,0.005293663025568183,44961927852.0,44589253975.0,372673877.00000006,9.214964936967258,9.138585278141623,0.07637965882563663,10136461430.663984,10052443805.955784,84017624.70820029,0.0719919135700567,0.14279039497096283,0.0011934321691505724,0.6333700848721591,0.005293663025568183,41971713.0,0.0,41971713.0,0.008602119217676042,0.0,0.008602119217676042,9462331.139443645,9462331.139443645,0.0,0.0001971318987384093,0.0001971318987384093,0.0,0.0008744106875,0.0,,,,,,0.0,0.0,0.00416,0.00576006,0.0,0.0,0.0,50000,0,0,0,0,0,540000,1,21.09662480175423,19.178749819776574,,,,,,,,,,,0,4660703.929607039,0,0,0,0,3329663.03369663,0,0,0,0,0,1247187.2812718728,0,16798916.10838916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,0,0.0,5825767075.5711775,25841140000.0,1.1708883434990827,15270857726.183054,67736380000.0,3.0692042910190644,Not a Loop; Calls from System Module are present,3.590088513599999,,,,48.40757566089997,48.40757566089997,57.849923990600004
45,505,6,1,0,,,32,[loop in main],accelerate_flow,boltzmann-optimized,Child Function,0.0799979979,0.0799979979,0.0799979979,0.13828539846136848,57.849923990600004,0.0799979979,0.0,0.0,0.0,,,,ACC,n/a - part of offload,2,2,,,,,,,,,,0.0799979979,,0.001045168210451682,9.244374999999992e-07,0.001988286079545455,0.001988286079545455,0.002176420681818182,,,,,0.0,Yes,Yes,Yes,0.0,0.0,0.0,0.0,Child,[loop in main],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,10000.0,None,612880064.0,382559936.0,230320128.0,0.12561001207324854,0.07840581053669447,0.04720420153655405,138171013.28057337,86246391.59036392,51924621.690209456,0.0004906641096611271,0.0003062726974089628,0.00018439141225216427,0.0013585225,0.0008178981818181818,139975340.00000003,139975340.00000003,0.0,0.02868800142168937,0.02868800142168937,0.0,31556801.563858304,31556801.563858304,0.0,0.0002241250111069482,0.0004482500222138964,0.0,0.001988286079545455,0.0,139975340.00000003,139975340.00000003,0.0,0.02868800142168937,0.02868800142168937,0.0,31556801.563858304,31556801.563858304,0.0,0.0002241250111069482,0.0004482500222138964,0.0,0.001988286079545455,0.0,44372.99999999996,0.0,44372.99999999996,9.094263940238482e-06,0.0,9.094263940238482e-06,10003.690334262328,10003.690334262328,0.0,2.0841021529713184e-07,2.0841021529713184e-07,0.0,9.244374999999992e-07,0.0,,,,,,4e-05,0.0,0.001,0.00128,0.0,0.0,0.0,40000,0,0,0,0,0,130000,1,0.014315785189769871,0.013014350172518063,,,,,,,,,,,0,4363.563643635636,0,0,0,0,201.979802019798,0,0,0,0,0,1187.881211878812,0,9932.006799320068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,0,0.0,8950183.811556911,39700000.0,0.001798847389740297,5365601.378212959,23800000.0,0.0010784022134967019,Not a Loop,0.0,,,,0.0799979979,0.0799979979,57.849923990600004
45,217,505,1,0,7,,32,[loop in main],[loop in accelerate_flow],boltzmann-optimized,Child Loop,0.0799979979,0.0799979979,0.0799979979,0.13828539846136848,57.849923990600004,0.0799979979,0.0799979979,0.0799979979,0.0799979979,Parallel: Assumed,,,ACC,n/a - part of offload,2,2,,,,,,,,,,0.0799979979,,0.001044077410440774,9.244374999999992e-07,0.001988286079545455,0.001988286079545455,0.0021718752272727273,,,,,0.0,Yes,Yes,Yes,0.0,0.0,0.0,0.0,Child,[loop in main],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,10000.0,2000000.0,611600064.0,381279936.0,230320128.0,0.12534767556583398,0.07814347402927994,0.04720420153655405,137882443.1224174,85957821.43220793,51924621.690209456,0.000489639357679039,0.0003052479454268747,0.00018439141225216427,0.0013539770454545454,0.0008178981818181818,139975340.00000003,139975340.00000003,0.0,0.02868800142168937,0.02868800142168937,0.0,31556801.563858304,31556801.563858304,0.0,0.0002241250111069482,0.0004482500222138964,0.0,0.001988286079545455,0.0,139975340.00000003,139975340.00000003,0.0,0.02868800142168937,0.02868800142168937,0.0,31556801.563858304,31556801.563858304,0.0,0.0002241250111069482,0.0004482500222138964,0.0,0.001988286079545455,0.0,44372.99999999996,0.0,44372.99999999996,9.094263940238482e-06,0.0,9.094263940238482e-06,10003.690334262328,10003.690334262328,0.0,2.0841021529713184e-07,2.0841021529713184e-07,0.0,9.244374999999992e-07,0.0,,,,,,0.01782,0.06947,0.73984,0.6116,0.139975,0.0,4.4373e-05,43640000,0,0,19820000,0,0,87410000,1,0.014306767372327495,0.013006152156661357,,,,,,,,,,,0,4363.563643635636,0,0,0,0,199.9800019998,0,0,0,0,0,1187.881211878812,0,9921.007899210079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,0,0.0,8950183.811556911,39700000.0,0.001798847389740297,5356583.560770584,23760000.0,0.0010765897728017494,Fallback implemented for dependent_iterations_distance,0.0,,,,0.0799979979,0.0799979979,57.849923990600004
45,142,6,1,0,,,32,[loop in main],func@0x11a4,boltzmann-optimized,Child Function,0.2039980293,0.2039980293,0.2039980293,0.3526331846747932,57.849923990600004,0.2039980293,0.2039980293,0.2039980293,0.2039980293,,,,ACC,n/a - part of offload,2,2,,,,,,,,,,0.2039980293,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,Yes,Yes,Yes,0.0,0.0,0.0,0.0,Child,[loop in main],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,10000.0,None,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Bottom-up static instruction mix was used; Not a Loop,0.0,,,,0.2039980293,0.2039980293,57.849923990600004
45,322,6,1,0,,,32,[loop in main],collision,boltzmann-optimized,Child Function,48.12357963369998,48.12357963369998,48.12357963369998,83.18693666999381,57.849923990600004,48.12357963369998,0.0079828583,0.0079828583,0.0079828583,,,,ACC,n/a - part of offload,2,2,,,,,,,,,,48.12357963369998,,3.6752240957722413,0.00087348625,0.6313817987926137,0.6313817987926137,0.48514260136363635,,,,,3.590088513599999,Yes,Yes,Yes,0.0,0.0,0.0,0.0,Child,[loop in main],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,10000.0,None,136616156544.0,136086476544.0,529680000.0,27.999535440742694,27.890977314768218,0.10855812597447824,30799488984.816963,30680075046.245037,119413938.57192606,0.10937318531540115,0.10894913013581335,0.0004240551795878056,0.4832616354545455,0.0018809659090909092,44821952512.0,44449278635.0,372673877.00000006,9.18627693554557,9.109897276719932,0.07637965882563663,10104904629.100126,10020887004.391926,84017624.70820029,0.07176778855894976,0.14234214494874894,0.0011934321691505724,0.6313817987926137,0.005293663025568183,44821952512.0,44449278635.0,372673877.00000006,9.18627693554557,9.109897276719932,0.07637965882563663,10104904629.100126,10020887004.391926,84017624.70820029,0.07176778855894976,0.14234214494874894,0.0011934321691505724,0.6313817987926137,0.005293663025568183,41927340.0,0.0,41927340.0,0.008593024953735803,0.0,0.008593024953735803,9452327.449109383,9452327.449109383,0.0,0.00019692348852311215,0.00019692348852311215,0.0,0.00087348625,0.0,,,,,,0.0,2e-05,0.00124,0.00704,0.0,0.0,0.0,10000,0,0,10000,0,0,150000,1,21.08229774429266,19.165725222084237,,,,,,,,,,,0,4656338.366163384,0,0,0,0,3329461.0538946106,0,0,0,0,0,1245996.400359964,0,16788935.106489353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,0,0.0,5816805619.487818,25801390000.0,1.1690872305584736,15265492124.804842,67712580000.0,3.0681258888055676,Not a Loop; Calls from System Module are present,3.590088513599999,,,,48.12357963369998,48.12357963369998,57.849923990600004
45,323,322,1,0,3,,32,[loop in main],[loop in collision],boltzmann-optimized,Child Loop,48.11559677539998,48.11559677539998,48.11559677539998,83.17313741538926,57.849923990600004,48.11559677539998,0.0160019099,0.0160019099,0.0160019099,Parallel: Assumed,,,ACC,n/a - part of offload,2,2,,,,,,,,,,48.11559677539998,,3.67522300497223,0.00087348625,0.6313817987926137,0.6313817987926137,0.48511760136363635,,,,,3.590088513599999,Yes,Yes,Yes,0.0,0.0,0.0,0.0,Child,[loop in main],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,10000.0,2000000.0,136609116544.0,136081996544.0,527120000.0,27.998092589951916,27.890059136992267,0.10803345295964915,30797901848.947105,30679065050.69149,118836798.25561407,0.10936754917949966,0.10894554350387604,0.0004220056756236295,0.4832457263636364,0.001871875,44821952512.0,44449278635.0,372673877.00000006,9.18627693554557,9.109897276719932,0.07637965882563663,10104904629.100126,10020887004.391926,84017624.70820029,0.07176778855894976,0.14234214494874894,0.0011934321691505724,0.6313817987926137,0.005293663025568183,44821952512.0,44449278635.0,372673877.00000006,9.18627693554557,9.109897276719932,0.07637965882563663,10104904629.100126,10020887004.391926,84017624.70820029,0.07176778855894976,0.14234214494874894,0.0011934321691505724,0.6313817987926137,0.005293663025568183,41927340.0,0.0,41927340.0,0.008593024953735803,0.0,0.008593024953735803,9452327.449109383,9452327.449109383,0.0,0.00019692348852311215,0.00019692348852311215,0.0,0.00087348625,0.0,,,,,,0.0,0.01401,0.14408,0.25728,0.02048,0.0,0.00682803,6000000,0,0,2000000,0,0,30010000,1,21.08229323538394,19.165721123076306,,,,,,,,,,,0,4656338.366163384,0,0,0,0,3329461.0538946106,0,0,0,0,0,1245994.400559944,0,16788921.107889213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,0,0.0,5816805619.487818,25801390000.0,1.1690872305584736,15265487615.89612,67712560000.0,3.0681249825852204,Fallback implemented for dependent_iterations_distance; Calls from System Module are present,3.590088513599999,,,,48.11559677539998,48.11559677539998,57.849923990600004
45,335,323,1,0,2,,32,[loop in main],[loop in collision],boltzmann-optimized,Child Loop,48.09959486549998,48.09959486549998,48.09959486549998,83.14547634205303,57.849923990600004,48.09959486549998,30.327534489,30.327534489,30.327534489,Parallel: Assumed,,,ACC,n/a - part of offload,2,2,,,,,,,,,,48.09959486549998,,3.675208460972085,0.0007312355833333334,0.6310908897017046,0.6310908897017046,0.484203965,,,,,3.590088513599999,Yes,Yes,Yes,0.0,0.0,0.0,0.0,Child,[loop in main],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,2000000.0,600000000.0,136351836544.0,135825996544.0,525840000.0,27.945362951961595,27.837591835509357,0.10777111645223462,30739899247.157753,30621351019.06029,118548228.09745808,0.10916157403109997,0.10874059310745843,0.0004209809236415415,0.48233663545454547,0.0018673295454545455,44801472512.0,44428798635.0,372673877.00000006,9.182079551426936,9.1056998926013,0.07637965882563663,10100287506.56963,10016269881.86143,84017624.70820029,0.07173499649552294,0.1422765608218953,0.0011934321691505724,0.6310908897017046,0.005293663025568183,44801472512.0,44428798635.0,372673877.00000006,9.182079551426936,9.1056998926013,0.07637965882563663,10100287506.56963,10016269881.86143,84017624.70820029,0.07173499649552294,0.1422765608218953,0.0011934321691505724,0.6310908897017046,0.005293663025568183,35099308.0,0.0,35099308.0,0.007193617088583695,0.0,0.007193617088583695,7912978.797442065,7912978.797442065,0.0,0.00016485372494670967,0.00016485372494670967,0.0,0.0007312355833333334,0.0,,,,,,45.691,41.4483,818.026,136.352,44.8015,0.0,0.0350993,54862890000,0,0,17281020000,0,0,130707950000,1,21.080489671895464,19.164081519904965,,,,,,,,,,,0,4655738.426157384,0,0,0,0,3329261.0738926106,0,0,0,0,0,1245994.400559944,0,16786121.387861215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,0,0.0,5815002055.999342,25793390000.0,1.168724742419483,15265487615.89612,67712560000.0,3.0681249825852204,Fallback implemented for dependent_iterations_distance; Calls from System Module are present,3.590088513599999,,,,48.09959486549998,48.09959486549998,57.849923990600004
45,71,335,1,0,,memmove-vec-unaligned-erms.S:263,32,[loop in main],__memmove_evex_unaligned_erms at memmove-vec-unaligned-erms.S:263,libc.so.6,Child Function,3.590088513599999,3.590088513599999,3.590088513599999,6.205865567227626,57.849923990600004,3.590088513599999,3.590088513599999,3.590088513599999,3.590088513599999,,,,ACC,n/a - part of offload,2,2,,,,,,,,,,3.590088513599999,,,,,,,,,,,3.590088513599999,Yes,Yes,Yes,0.0,0.0,0.0,0.0,Child,[loop in main],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,600000000.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detailed static instruction mix was used; Not User Code,,,,,3.590088513599999,3.590088513599999,57.849923990600004
