region_id,estimation_id,level_name,traffic,read_traffic,write_traffic,bandwidth,read_bandwidth,write_bandwidth,bandwidth_utilization,read_bandwidth_utilization,write_bandwidth_utilization,traffic_defined_time,traffic_defined_read_time,traffic_defined_write_time,bytes_ck,read_bytes_ck,write_bytes_ck
260,0,gti,43709498026.99999,43290510677.99999,418987349.0,9854106842.633099,9759648057.034435,94458785.59866361,0.06998655428006462,0.13863136444651186,0.0013417441136173809,0.6149220266761363,0.6149220266761363,0.00595152484375,8.958278947848273,8.872407324576761,0.08587162327151238
260,0,llc,43709498026.99999,43290510677.99999,418987349.0,9854106842.633099,9759648057.034435,94458785.59866361,0.06998655428006462,0.13863136444651186,0.0013417441136173809,0.6149220266761363,0.6149220266761363,0.00595152484375,8.958278947848273,8.872407324576761,0.08587162327151238
260,0,dram,22027638101.0,21962741760.0,64896340.999999985,4966030477.037894,4951399893.142491,14630583.895402439,0.10345896827162279,0.10315416444046857,0.0003048038311542175,0.45890912710416665,0.45755712,0.0013520071041666663,4.514573160943541,4.501272630129538,0.013300530814002218
6,0,l3,137234796672.0,136472876544.0,761920128.0,30938958578.237747,30767187162.738377,171771415.4993695,0.10986846086021927,0.10925847714040617,0.0006099837198131018,0.4873394768181818,0.4846337945454545,0.0027056822727272727,28.126325980216134,27.970170147943982,0.1561558322721541
6,0,gti,44961927852.0,44589253975.0,372673877.00000006,10136461430.663984,10052443805.955784,84017624.70820029,0.0719919135700567,0.14279039497096283,0.0011934321691505724,0.6333700848721591,0.6333700848721591,0.005293663025568183,9.214964936967258,9.138585278141623,0.07637965882563663
6,0,llc,44961927852.0,44589253975.0,372673877.00000006,10136461430.663984,10052443805.955784,84017624.70820029,0.0719919135700567,0.14279039497096283,0.0011934321691505724,0.6333700848721591,0.6333700848721591,0.005293663025568183,9.214964936967258,9.138585278141623,0.07637965882563663
6,0,dram,41971713.0,41971713.0,0.0,9462331.139443645,9462331.139443645,0.0,0.0001971318987384093,0.0001971318987384093,0.0,0.0008744106875,0.0008744106875,0.0,0.008602119217676042,0.008602119217676042,0.0
505,0,l3,612880064.0,382559936.0,230320128.0,138171013.28057337,86246391.59036392,51924621.690209456,0.0004906641096611271,0.0003062726974089628,0.00018439141225216427,0.002176420681818182,0.0013585225,0.0008178981818181818,0.12561001207324854,0.07840581053669447,0.04720420153655405
505,0,gti,139975340.00000003,139975340.00000003,0.0,31556801.563858304,31556801.563858304,0.0,0.0002241250111069482,0.0004482500222138964,0.0,0.001988286079545455,0.001988286079545455,0.0,0.02868800142168937,0.02868800142168937,0.0
505,0,llc,139975340.00000003,139975340.00000003,0.0,31556801.563858304,31556801.563858304,0.0,0.0002241250111069482,0.0004482500222138964,0.0,0.001988286079545455,0.001988286079545455,0.0,0.02868800142168937,0.02868800142168937,0.0
505,0,dram,44372.99999999996,44372.99999999996,0.0,10003.690334262328,10003.690334262328,0.0,2.0841021529713184e-07,2.0841021529713184e-07,0.0,9.244374999999992e-07,9.244374999999992e-07,0.0,9.094263940238482e-06,9.094263940238482e-06,0.0
217,0,l3,611600064.0,381279936.0,230320128.0,137882443.1224174,85957821.43220793,51924621.690209456,0.000489639357679039,0.0003052479454268747,0.00018439141225216427,0.0021718752272727273,0.0013539770454545454,0.0008178981818181818,0.12534767556583398,0.07814347402927994,0.04720420153655405
217,0,gti,139975340.00000003,139975340.00000003,0.0,31556801.563858304,31556801.563858304,0.0,0.0002241250111069482,0.0004482500222138964,0.0,0.001988286079545455,0.001988286079545455,0.0,0.02868800142168937,0.02868800142168937,0.0
217,0,llc,139975340.00000003,139975340.00000003,0.0,31556801.563858304,31556801.563858304,0.0,0.0002241250111069482,0.0004482500222138964,0.0,0.001988286079545455,0.001988286079545455,0.0,0.02868800142168937,0.02868800142168937,0.0
217,0,dram,44372.99999999996,44372.99999999996,0.0,10003.690334262328,10003.690334262328,0.0,2.0841021529713184e-07,2.0841021529713184e-07,0.0,9.244374999999992e-07,9.244374999999992e-07,0.0,9.094263940238482e-06,9.094263940238482e-06,0.0
142,0,l3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0,gti,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0,llc,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0,dram,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,0,l3,136616156544.0,136086476544.0,529680000.0,30799488984.816963,30680075046.245037,119413938.57192606,0.10937318531540115,0.10894913013581335,0.0004240551795878056,0.48514260136363635,0.4832616354545455,0.0018809659090909092,27.999535440742694,27.890977314768218,0.10855812597447824
322,0,gti,44821952512.0,44449278635.0,372673877.00000006,10104904629.100126,10020887004.391926,84017624.70820029,0.07176778855894976,0.14234214494874894,0.0011934321691505724,0.6313817987926137,0.6313817987926137,0.005293663025568183,9.18627693554557,9.109897276719932,0.07637965882563663
322,0,llc,44821952512.0,44449278635.0,372673877.00000006,10104904629.100126,10020887004.391926,84017624.70820029,0.07176778855894976,0.14234214494874894,0.0011934321691505724,0.6313817987926137,0.6313817987926137,0.005293663025568183,9.18627693554557,9.109897276719932,0.07637965882563663
322,0,dram,41927340.0,41927340.0,0.0,9452327.449109383,9452327.449109383,0.0,0.00019692348852311215,0.00019692348852311215,0.0,0.00087348625,0.00087348625,0.0,0.008593024953735803,0.008593024953735803,0.0
323,0,l3,136609116544.0,136081996544.0,527120000.0,30797901848.947105,30679065050.69149,118836798.25561407,0.10936754917949966,0.10894554350387604,0.0004220056756236295,0.48511760136363635,0.4832457263636364,0.001871875,27.998092589951916,27.890059136992267,0.10803345295964915
323,0,gti,44821952512.0,44449278635.0,372673877.00000006,10104904629.100126,10020887004.391926,84017624.70820029,0.07176778855894976,0.14234214494874894,0.0011934321691505724,0.6313817987926137,0.6313817987926137,0.005293663025568183,9.18627693554557,9.109897276719932,0.07637965882563663
323,0,llc,44821952512.0,44449278635.0,372673877.00000006,10104904629.100126,10020887004.391926,84017624.70820029,0.07176778855894976,0.14234214494874894,0.0011934321691505724,0.6313817987926137,0.6313817987926137,0.005293663025568183,9.18627693554557,9.109897276719932,0.07637965882563663
323,0,dram,41927340.0,41927340.0,0.0,9452327.449109383,9452327.449109383,0.0,0.00019692348852311215,0.00019692348852311215,0.0,0.00087348625,0.00087348625,0.0,0.008593024953735803,0.008593024953735803,0.0
335,0,l3,136351836544.0,135825996544.0,525840000.0,30739899247.157753,30621351019.06029,118548228.09745808,0.10916157403109997,0.10874059310745843,0.0004209809236415415,0.484203965,0.48233663545454547,0.0018673295454545455,27.945362951961595,27.837591835509357,0.10777111645223462
335,0,gti,44801472512.0,44428798635.0,372673877.00000006,10100287506.56963,10016269881.86143,84017624.70820029,0.07173499649552294,0.1422765608218953,0.0011934321691505724,0.6310908897017046,0.6310908897017046,0.005293663025568183,9.182079551426936,9.1056998926013,0.07637965882563663
335,0,llc,44801472512.0,44428798635.0,372673877.00000006,10100287506.56963,10016269881.86143,84017624.70820029,0.07173499649552294,0.1422765608218953,0.0011934321691505724,0.6310908897017046,0.6310908897017046,0.005293663025568183,9.182079551426936,9.1056998926013,0.07637965882563663
335,0,dram,35099308.0,35099308.0,0.0,7912978.797442065,7912978.797442065,0.0,0.00016485372494670967,0.00016485372494670967,0.0,0.0007312355833333334,0.0007312355833333334,0.0,0.007193617088583695,0.007193617088583695,0.0
32,0,l3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,gti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,llc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,dram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
