0:	5.551908064444E-06
1:	1.108798974850E-05
2:	1.661759211798E-05
3:	2.215199977784E-05
4:	2.769565652286E-05
5:	3.324313048498E-05
6:	3.878534511533E-05
7:	4.431793590669E-05
8:	4.984510355082E-05
9:	5.537464999179E-05
10:	6.091056309223E-05
11:	6.644941079084E-05
12:	7.198464059663E-05
13:	7.751284506826E-05
14:	8.303693226087E-05
15:	8.856248221496E-05
16:	9.409243339015E-05
17:	9.962433516125E-05
18:	1.051535406781E-04
19:	1.106776307102E-04
20:	1.161987021606E-04
21:	1.217206491472E-04
22:	1.272455269275E-04
23:	1.327715899593E-04
24:	1.382956225348E-04
25:	1.438159377404E-04
26:	1.493340237168E-04
27:	1.548525549606E-04
28:	1.603729652226E-04
29:	1.658940337103E-04
30:	1.714135634804E-04
31:	1.769303656917E-04
32:	1.824454786619E-04
33:	1.879607310610E-04
34:	1.934771397223E-04
35:	1.989938561942E-04
36:	2.045093834203E-04
37:	2.100228710897E-04
38:	2.155350428089E-04
39:	2.210471491868E-04
40:	2.265599230568E-04
41:	2.320727698159E-04
42:	2.375846689774E-04
43:	2.430950068006E-04
44:	2.486042941562E-04
45:	2.541133847689E-04
46:	2.596228115490E-04
47:	2.651321515842E-04
48:	2.706407116008E-04
49:	2.761480462347E-04
50:	2.816545228241E-04
51:	2.871607201127E-04
52:	2.926670278392E-04
53:	2.981731406620E-04
54:	3.036785923206E-04
55:	3.091830572044E-04
56:	3.146868040855E-04
57:	3.201902205909E-04
58:	3.256935943119E-04
59:	3.311967014414E-04
60:	3.366992336610E-04
61:	3.422009498384E-04
62:	3.477020499571E-04
63:	3.532027891894E-04
64:	3.587033829880E-04
65:	3.642036642853E-04
66:	3.697034340931E-04
67:	3.752025106873E-04
68:	3.807010458627E-04
69:	3.861992034402E-04
70:	3.916971481380E-04
71:	3.971947523045E-04
72:	4.026918921450E-04
73:	4.081884278361E-04
74:	4.136844775535E-04
75:	4.191801422642E-04
76:	4.246755508182E-04
77:	4.301706028958E-04
78:	4.356652262156E-04
79:	4.411593106869E-04
80:	4.466529510579E-04
81:	4.521462051087E-04
82:	4.576391761063E-04
83:	4.631317827859E-04
84:	4.686239881125E-04
85:	4.741157032184E-04
86:	4.796070064284E-04
87:	4.850979258863E-04
88:	4.905885464747E-04
89:	4.960788003200E-04
90:	5.015686744519E-04
91:	5.070580952004E-04
92:	5.125471292387E-04
93:	5.180357844507E-04
94:	5.235241324412E-04
95:	5.290121148465E-04
96:	5.344997350444E-04
97:	5.399869303016E-04
98:	5.454737589168E-04
99:	5.509602150139E-04
100:	5.564463605572E-04
101:	5.619321439990E-04
102:	5.674175797171E-04
103:	5.729026129032E-04
104:	5.783872957581E-04
105:	5.838716131424E-04
106:	5.893556199605E-04
107:	5.948392696115E-04
108:	6.003225837764E-04
109:	6.058055134531E-04
110:	6.112881063424E-04
111:	6.167703411418E-04
112:	6.222522675192E-04
113:	6.277338425177E-04
114:	6.332150925782E-04
115:	6.386959730046E-04
116:	6.441765281174E-04
117:	6.496567325818E-04
118:	6.551366321208E-04
119:	6.606161865164E-04
120:	6.660954252311E-04
121:	6.715743068119E-04
122:	6.770528729855E-04
123:	6.825310958484E-04
124:	6.880090181006E-04
125:	6.934866016299E-04
126:	6.989638777332E-04
127:	7.044408074405E-04
128:	7.099174304380E-04
129:	7.153937172546E-04
130:	7.208697082296E-04
131:	7.263453669103E-04
132:	7.318207256219E-04
133:	7.372957473332E-04
134:	7.427704700851E-04
135:	7.482448635226E-04
136:	7.537189661041E-04
137:	7.591927427172E-04
138:	7.646662261662E-04
139:	7.701393809586E-04
140:	7.756122437545E-04
141:	7.810847837305E-04
142:	7.865570377056E-04
143:	7.920289714388E-04
144:	7.975006173288E-04
145:	8.029719400402E-04
146:	8.084429728034E-04
147:	8.139136801089E-04
148:	8.193840885408E-04
149:	8.248541477021E-04
150:	8.303238580477E-04
151:	8.357931275947E-04
152:	8.412618866044E-04
153:	8.467299240889E-04
154:	8.521969711075E-04
155:	8.576624973458E-04
156:	8.631257391770E-04
157:	8.685854254149E-04
158:	8.740397138292E-04
159:	8.794858122141E-04
160:	8.849198047385E-04
161:	8.903361794748E-04
162:	8.957276003872E-04
163:	9.010844564796E-04
164:	9.063947672241E-04
165:	9.116440201153E-04
166:	9.168155459072E-04
167:	9.218910155069E-04
168:	9.268516246437E-04
169:	9.316794640625E-04
170:	9.363594924457E-04
171:	9.408814231814E-04
172:	9.452417364202E-04
173:	9.494449655222E-04
174:	9.535043994545E-04
175:	9.574414388258E-04
176:	9.612840055377E-04
177:	9.650636579076E-04
178:	9.688122878255E-04
179:	9.725584826580E-04
180:	9.763246771019E-04
181:	9.801251672328E-04
182:	9.839658093207E-04
183:	9.878449493850E-04
184:	9.917557677861E-04
185:	9.956890046209E-04
186:	9.996358700806E-04
187:	1.003590042289E-03
188:	1.007548823436E-03
189:	1.011512892186E-03
190:	1.015485361771E-03
191:	1.019470141116E-03
192:	1.023470609188E-03
193:	1.027488568955E-03
194:	1.031524150499E-03
195:	1.035576126910E-03
196:	1.039642826688E-03
197:	1.043722816452E-03
198:	1.047815518301E-03
199:	1.051921169423E-03
200:	1.056040644021E-03
201:	1.060174874524E-03
202:	1.064324557869E-03
203:	1.068489849957E-03
204:	1.072670537929E-03
205:	1.076866153542E-03
206:	1.081076339443E-03
207:	1.085300893420E-03
208:	1.089539889816E-03
209:	1.093793460332E-03
210:	1.098061764739E-03
211:	1.102344786834E-03
212:	1.106642441488E-03
213:	1.110954533484E-03
214:	1.115280960351E-03
215:	1.119621663237E-03
216:	1.123976740374E-03
217:	1.128346292386E-03
218:	1.132730471748E-03
219:	1.137129332435E-03
220:	1.141542932402E-03
221:	1.145971245726E-03
222:	1.150414298177E-03
